Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,log_GDP_per_capita,log_Population_mln,log_Adult_mortality
Australia,Oceania,2006.0,4.7,5.6,65.59,10.31,95.0,87.0,27.0,92.0,92.0,0.05,50948.0,20.7,0.7,0.6,11.9,1.0,0.0,81.0,10.83856078370965,3.0301337002713233,4.183423245305645
Australia,Oceania,2007.0,4.5,5.4,66.424,10.56,94.0,89.0,27.0,92.0,92.0,0.05,52539.0,20.83,0.7,0.6,12.0,1.0,0.0,81.3,10.869311029940775,3.0363942552728806,4.19605843695973
Australia,Oceania,2008.0,4.4,5.2,64.318,10.76,94.0,80.0,27.0,92.0,92.0,0.05,53339.0,21.25,0.7,0.6,12.3,1.0,0.0,81.4,10.884423049903722,3.056356895370426,4.163839529859903
Australia,Oceania,2009.0,4.2,5.0,64.839,10.62,94.0,82.0,27.0,92.0,92.0,0.05,53226.0,21.69,0.7,0.6,12.3,1.0,0.0,81.5,10.882302277748641,3.076851324838783,4.171907274169891
Australia,Oceania,2010.0,4.0,4.8,62.169,10.52,92.0,88.0,27.0,92.0,92.0,0.05,53543.0,22.03,0.7,0.6,12.4,1.0,0.0,81.7,10.88824034837718,3.092405160814252,4.1298564832234606
Australia,Oceania,2011.0,3.8,4.5,62.175,10.3,92.0,90.0,27.0,92.0,92.0,0.05,54108.0,22.34,0.6,0.6,12.5,1.0,0.0,81.9,10.898737328209085,3.1063787936410545,4.1299529896894684
Australia,Oceania,2012.0,3.6,4.3,60.0415,10.03,91.0,91.0,27.0,92.0,92.0,0.05,55255.0,22.73,0.6,0.6,12.6,1.0,0.0,82.0,10.919714113022883,3.123685637864452,4.09503598979762
Australia,Oceania,2013.0,3.5,4.1,60.215,10.0,91.0,92.0,27.0,91.0,91.0,0.05,55724.0,23.13,0.6,0.6,12.6,1.0,0.0,82.1,10.928166212826115,3.141130476243348,4.0979214907124435
Australia,Oceania,2014.0,3.4,4.0,60.8255,9.9,91.0,93.0,27.0,92.0,92.0,0.04,56306.0,23.48,0.6,0.6,12.7,1.0,0.0,82.3,10.938556380385453,3.1561489949598958,4.108009108939951
Australia,Oceania,2015.0,3.3,3.9,61.7325,9.68,93.0,93.0,27.0,93.0,93.0,0.04,56707.0,23.82,0.6,0.6,12.8,1.0,0.0,82.4,10.945652938885804,3.170525563927154,4.122810534532772
Austria,European Union,2000.0,4.6,5.5,94.882,13.35,33.0,35.0,25.0,71.0,81.0,0.08,38843.0,8.01,1.7,1.9,9.0,1.0,0.0,78.1,10.567283159381214,2.080690761080268,4.552634014285261
Austria,European Union,2001.0,4.5,5.4,91.5155,12.35,44.0,34.0,25.0,83.0,84.0,0.08,39185.0,8.04,1.7,1.9,9.2,1.0,0.0,78.6,10.576049299486964,2.0844290831908747,4.516508356842205
Austria,European Union,2002.0,4.4,5.3,89.4275,12.09,81.0,39.0,25.0,82.0,83.0,0.08,39636.0,8.08,1.7,1.9,9.4,1.0,0.0,78.7,10.58749307517879,2.089391872533004,4.493428241142343
Austria,European Union,2003.0,4.3,5.2,87.6535,12.31,83.0,46.0,25.0,84.0,84.0,0.08,39815.0,8.12,1.7,1.9,9.6,1.0,0.0,78.6,10.591999004691544,2.0943301541735866,4.473391542115921
Austria,European Union,2004.0,4.2,5.1,84.8235,12.17,83.0,47.0,25.0,83.0,83.0,0.08,40651.0,8.17,1.7,1.9,9.8,1.0,0.0,79.2,10.612778714919378,2.1004689088719113,4.44057262704798
Austria,European Union,2005.0,4.1,4.9,83.48,12.14,86.0,54.0,25.0,86.0,86.0,0.08,41281.0,8.23,1.7,1.9,9.9,1.0,0.0,79.3,10.62815762466823,2.1077860146889784,4.4246070822090005
Austria,European Union,2006.0,3.9,4.7,78.393,12.58,83.0,61.0,25.0,83.0,83.0,0.08,42496.0,8.27,1.7,1.9,10.1,1.0,0.0,79.9,10.657165232836105,2.1126345090356,4.36173463765587
Austria,European Union,2007.0,3.8,4.6,78.0555,12.54,85.0,56.0,25.0,85.0,85.0,0.08,43938.0,8.3,1.7,1.9,11.6,1.0,0.0,80.2,10.690534828289124,2.1162555148025524,4.357420112127656
Austria,European Union,2008.0,3.8,4.5,74.9395,12.03,83.0,62.0,25.0,83.0,83.0,0.08,44440.0,8.32,1.7,1.9,11.5,1.0,0.0,80.4,10.701895243753567,2.1186622548331173,4.3166811213390135
Austria,European Union,2009.0,3.7,4.5,76.57,11.87,83.0,64.0,25.0,83.0,83.0,0.08,42655.0,8.34,1.7,1.9,11.7,1.0,0.0,80.3,10.660899779342795,2.1210632163706555,4.338205355125032
Austria,European Union,2010.0,3.6,4.3,74.502,12.1,86.0,69.0,25.0,86.0,86.0,0.08,43335.0,8.36,1.7,1.9,11.8,1.0,0.0,80.6,10.676715901568445,2.1234584270966104,4.31082597066276
Austria,European Union,2011.0,3.5,4.2,71.8545,11.9,89.0,73.0,25.0,89.0,89.0,0.08,44451.0,8.39,1.7,2.0,11.8,1.0,0.0,81.0,10.702142737876844,2.127040520479115,4.274643241043995
Austria,European Union,2012.0,3.3,4.0,69.0215,12.1,92.0,78.0,26.0,92.0,92.0,0.08,44550.0,8.43,1.8,2.0,11.8,1.0,0.0,80.9,10.704367432898955,2.131796772013764,4.234418050264766
Austria,European Union,2013.0,3.2,3.9,67.3475,12.1,95.0,82.0,26.0,95.0,95.0,0.08,44299.0,8.48,1.8,2.0,11.9,1.0,0.0,81.1,10.698717382415014,2.1377104498038118,4.209865782642556
Austria,European Union,2014.0,3.1,3.8,65.815,12.4,98.0,87.0,26.0,98.0,98.0,0.08,44245.0,8.55,1.8,2.0,12.1,1.0,0.0,81.5,10.69749764970145,2.145931282948669,4.1868477758773714
Austria,European Union,2015.0,3.0,3.7,64.6875,11.6,93.0,88.0,26.0,93.0,93.0,0.08,44196.0,8.64,1.9,2.1,12.1,1.0,0.0,81.2,10.696389566233066,2.1564025828159643,4.169567983459689
Azerbaijan,Asia,2000.0,60.9,74.4,169.5265,0.66,50.0,66.0,26.0,75.0,76.0,0.12,1481.0,8.05,3.2,3.1,10.6,0.0,1.0,66.8,7.300472814267799,2.0856720914304723,5.133009256783231
Azerbaijan,Asia,2001.0,57.2,69.3,166.736,0.5,50.0,65.0,26.0,77.0,77.0,0.16,1615.0,8.11,3.1,3.1,10.6,0.0,1.0,67.1,7.387090235656757,2.0930978681273213,5.116411723250072
Azerbaijan,Asia,2002.0,53.5,64.3,163.946,0.55,50.0,67.0,26.0,80.0,76.0,0.18,1754.0,8.17,3.1,3.1,10.6,0.0,1.0,67.4,7.469654172932128,2.1004689088719113,5.099537105310809
Azerbaijan,Asia,2003.0,50.1,59.7,159.492,0.55,51.0,66.0,26.0,79.0,77.0,0.2,1919.0,8.23,3.0,3.0,10.6,0.0,1.0,67.8,7.5595594960077,2.1077860146889784,5.071993764227196
Azerbaijan,Asia,2004.0,47.0,55.6,155.0385,0.63,50.0,67.0,26.0,78.0,77.0,0.2,2078.0,8.31,3.0,3.0,10.6,0.0,1.0,68.2,7.639161171659173,2.1174596088673567,5.043673473173053
Azerbaijan,Asia,2005.0,44.1,51.9,150.584,0.73,49.0,67.0,26.0,79.0,75.0,0.19,2632.0,8.39,2.9,3.0,10.7,0.0,1.0,68.7,7.875499292445208,2.127040520479115,5.014521068021877
Azerbaijan,Asia,2006.0,41.5,48.6,146.13,0.85,52.0,68.0,26.0,80.0,78.0,0.17,3501.0,8.48,2.9,2.9,10.7,0.0,1.0,69.3,8.160803920954665,2.1377104498038118,4.984496636486561
Azerbaijan,Asia,2007.0,39.1,45.5,141.6765,0.95,62.0,75.0,26.0,81.0,79.0,0.15,4327.0,8.58,2.8,2.9,10.2,0.0,1.0,69.8,8.372629740224884,2.149433913499871,4.953546289612128
Azerbaijan,Asia,2008.0,36.8,42.7,139.7585,1.12,68.0,79.0,26.0,85.0,81.0,0.12,4693.0,8.76,2.8,2.9,10.2,0.0,1.0,70.2,8.453827315794417,2.1701959049483,4.939915933083603
Azerbaijan,Asia,2009.0,34.7,39.9,137.841,1.92,74.0,83.0,26.0,84.0,81.0,0.1,5024.0,8.95,2.8,2.9,10.7,0.0,1.0,70.6,8.521981708148035,2.191653532286764,4.926100846981519
Azerbaijan,Asia,2010.0,32.5,37.3,135.9235,0.99,80.0,89.0,26.0,85.0,81.0,0.09,5215.0,9.05,2.8,2.9,10.7,0.0,1.0,70.9,8.559294367434873,2.2027647577118348,4.912092227473575
Azerbaijan,Asia,2011.0,30.5,34.9,134.006,0.6,84.0,92.0,27.0,91.0,87.0,0.08,5153.0,9.17,2.8,2.9,10.7,0.0,1.0,71.2,8.547334348328224,2.2159372862683733,4.897884575067894
Azerbaijan,Asia,2012.0,28.5,32.5,132.0885,0.52,88.0,95.0,27.0,92.0,89.0,0.07,5195.0,9.3,2.8,2.8,10.7,0.0,1.0,71.5,8.555451903533328,2.2300144001592104,4.883472152477585
Azerbaijan,Asia,2013.0,26.7,30.3,129.6915,0.52,93.0,98.0,27.0,96.0,93.0,0.06,5426.0,9.42,2.8,2.8,10.8,0.0,1.0,71.8,8.598957493218878,2.2428350885882717,4.865158553322864
Azerbaijan,Asia,2014.0,24.9,28.2,127.294,0.36,94.0,98.0,27.0,97.0,94.0,0.05,5506.0,9.54,2.8,2.9,10.7,0.0,1.0,72.0,8.613593685702552,2.255493485460195,4.8464993716953115
Azerbaijan,Asia,2015.0,23.3,26.3,124.897,0.51,96.0,98.0,27.0,98.0,96.0,0.05,5500.0,9.65,2.8,2.9,10.7,0.0,1.0,72.3,8.612503371220562,2.2669579153508947,4.827489397627693
"Bahamas, The",Central America and Caribbean,2000.0,13.9,16.3,190.144,11.93,90.0,83.0,27.0,91.0,99.0,1.0,35794.0,0.3,2.7,2.6,10.9,0.0,1.0,71.9,10.485535560577354,-1.2039728043259361,5.247781679840142
"Bahamas, The",Central America and Caribbean,2001.0,14.0,16.4,187.537,11.38,90.0,83.0,27.0,98.0,99.0,0.9,36178.0,0.3,2.7,2.6,10.9,0.0,1.0,72.0,10.49620647826158,-1.2039728043259361,5.233976159276137
"Bahamas, The",Central America and Caribbean,2002.0,14.1,16.5,184.93,10.94,89.0,83.0,27.0,93.0,94.0,0.82,36548.0,0.31,2.6,2.6,10.9,0.0,1.0,72.0,10.506381744118512,-1.171182981502945,5.219977375096785
"Bahamas, The",Central America and Caribbean,2003.0,14.3,16.7,182.864,10.59,88.0,83.0,27.0,93.0,92.0,0.75,35456.0,0.31,2.6,2.5,10.9,0.0,1.0,72.0,10.476047770106955,-1.171182981502945,5.208742707155242
"Bahamas, The",Central America and Caribbean,2004.0,14.4,16.8,180.7985,9.61,93.0,83.0,27.0,92.0,93.0,0.7,35122.0,0.32,2.6,2.5,10.9,0.0,1.0,72.0,10.4665829937358,-1.1394342831883648,5.197383151463483
"Bahamas, The",Central America and Caribbean,2005.0,14.4,16.8,178.7335,9.83,93.0,83.0,27.0,93.0,93.0,0.66,35649.0,0.32,2.6,2.5,10.9,0.0,1.0,72.0,10.481476374958136,-1.1394342831883648,5.185895869621192
"Bahamas, The",Central America and Caribbean,2006.0,14.3,16.7,176.668,9.82,96.0,83.0,27.0,94.0,95.0,0.59,35863.0,0.33,2.5,2.5,10.9,0.0,1.0,72.0,10.487461402332547,-1.1086626245216111,5.17427226501939
"Bahamas, The",Central America and Caribbean,2007.0,14.1,16.5,174.6025,9.92,93.0,83.0,27.0,95.0,95.0,0.57,35697.0,0.34,2.5,2.5,10.9,0.0,1.0,72.0,10.482821930623263,-1.0788096613719298,5.162511961745147
"Bahamas, The",Central America and Caribbean,2008.0,13.9,16.2,172.336,9.65,90.0,83.0,27.0,93.0,93.0,0.53,34229.0,0.34,2.5,2.5,10.9,0.0,1.0,72.0,10.440828516957847,-1.0788096613719298,5.149446059608414
"Bahamas, The",Central America and Caribbean,2009.0,13.6,15.9,170.07,8.75,95.0,83.0,27.0,97.0,96.0,0.49,32244.0,0.35,2.5,2.5,10.9,0.0,1.0,72.1,10.381087258403491,-1.0498221244986778,5.136210117004322
"Bahamas, The",Central America and Caribbean,2010.0,13.3,15.6,167.804,9.21,98.0,83.0,28.0,97.0,99.0,0.49,32248.0,0.35,2.5,2.5,10.9,0.0,1.0,72.1,10.381211304797002,-1.0498221244986778,5.122796631651252
"Bahamas, The",Central America and Caribbean,2011.0,13.0,15.2,165.538,9.23,95.0,83.0,28.0,97.0,98.0,0.46,32027.0,0.36,2.5,2.5,11.0,0.0,1.0,72.3,10.374334576024932,-1.0216512475319814,5.1092007757121625
"Bahamas, The",Central America and Caribbean,2012.0,12.8,14.9,163.272,9.37,96.0,83.0,28.0,99.0,98.0,0.39,32652.0,0.36,2.5,2.5,11.1,0.0,1.0,72.4,10.393661388571246,-1.0216512475319814,5.0954175217108695
"Bahamas, The",Central America and Caribbean,2013.0,12.5,14.6,161.711,9.23,97.0,83.0,28.0,97.0,97.0,0.36,31408.0,0.37,2.5,2.5,11.1,0.0,1.0,72.6,10.354817916516243,-0.9942522733438669,5.0858107914802
"Bahamas, The",Central America and Caribbean,2014.0,12.2,14.3,160.15,9.22,96.0,83.0,28.0,96.0,96.0,0.34,31689.0,0.37,2.5,2.5,11.1,0.0,1.0,72.8,10.363724896491272,-0.9942522733438669,5.076110876055167
"Bahamas, The",Central America and Caribbean,2015.0,12.0,14.0,158.589,9.27,95.0,83.0,28.0,95.0,95.0,0.34,31699.0,0.37,2.5,2.5,11.1,0.0,1.0,73.1,10.36404041362647,-0.9942522733438669,5.066315949922813
Bahrain,Middle East,2000.0,10.7,12.5,88.5395,1.97,97.0,92.0,26.0,97.0,97.0,0.05,23244.0,0.66,6.2,6.0,8.3,0.0,1.0,74.4,10.053802313194996,-0.4155154439616658,4.483448780122926
Bahrain,Middle East,2001.0,10.3,12.0,86.116,1.89,99.0,99.0,26.0,99.0,99.0,0.05,22698.0,0.7,6.2,6.0,8.4,0.0,1.0,74.6,10.030032093861085,-0.35667494393873245,4.455695224599083
Bahrain,Middle East,2002.0,10.0,11.6,83.6925,1.87,98.0,97.0,25.0,98.0,98.0,0.05,22258.0,0.74,6.2,5.9,8.4,0.0,1.0,74.8,10.01045677353337,-0.3011050927839216,4.4271493677458285
Bahrain,Middle East,2003.0,9.7,11.3,81.7285,2.04,98.0,99.0,25.0,97.0,97.0,0.05,22336.0,0.78,6.1,5.9,8.4,0.0,1.0,75.0,10.0139550055621,-0.2484613592984996,4.403402778245706
Bahrain,Middle East,2004.0,9.4,11.0,79.765,1.98,98.0,99.0,25.0,98.0,98.0,0.05,22423.0,0.83,6.1,5.9,8.4,0.0,1.0,75.2,10.01784249677353,-0.18632957819149348,4.379084811752961
Bahrain,Middle East,2005.0,9.1,10.6,77.801,1.92,98.0,99.0,25.0,98.0,98.0,0.05,22344.0,0.89,6.1,5.9,8.4,0.0,1.0,75.3,10.014313107625012,-0.11653381625595151,4.354154284572178
Bahrain,Middle East,2006.0,8.8,10.2,75.8375,1.94,98.0,99.0,25.0,98.0,98.0,0.05,22069.0,0.96,6.1,5.9,8.4,0.0,1.0,75.5,10.00192918784816,-0.040821994520255166,4.328592893268416
Bahrain,Middle East,2007.0,8.4,9.8,73.874,1.83,97.0,99.0,25.0,97.0,97.0,0.05,22112.0,1.04,6.1,5.9,8.4,0.0,1.0,75.6,10.003875726567397,0.03922071315328133,4.302360939255626
Bahrain,Middle East,2008.0,8.0,9.3,72.9865,1.99,97.0,97.0,25.0,97.0,97.0,0.05,21833.0,1.11,6.0,5.9,8.4,0.0,1.0,75.8,9.991177865663117,0.10436001532424286,4.290274492539602
Bahrain,Middle East,2009.0,7.6,8.9,72.0995,1.95,98.0,99.0,25.0,97.0,98.0,0.05,21057.0,1.19,6.0,5.9,8.4,0.0,1.0,75.9,9.954988325398531,0.17395330712343798,4.278047109454097
Bahrain,Middle East,2010.0,7.3,8.5,71.212,1.96,99.0,98.0,25.0,99.0,99.0,0.05,20982.0,1.24,6.0,5.9,8.4,0.0,1.0,76.1,9.95142020629143,0.2151113796169455,4.265661343542616
Bahrain,Middle East,2011.0,7.0,8.2,70.3255,1.66,99.0,98.0,25.0,99.0,99.0,0.05,20774.0,1.28,6.1,6.0,8.6,0.0,1.0,76.2,9.941457483787756,0.2468600779315258,4.253134464197784
Bahrain,Middle East,2012.0,6.8,8.0,69.438,1.72,99.0,99.0,25.0,99.0,99.0,0.05,21188.0,1.3,6.1,6.0,8.8,0.0,1.0,76.3,9.961190262664417,0.26236426446749106,4.2404342680939955
Bahrain,Middle East,2013.0,6.7,7.8,68.52,1.65,99.0,99.0,25.0,99.0,99.0,0.05,22079.0,1.32,6.1,6.0,9.0,0.0,1.0,76.5,10.002382209510342,0.27763173659827955,4.2271256734559195
Bahrain,Middle East,2014.0,6.6,7.7,67.602,1.57,98.0,99.0,25.0,98.0,98.0,0.05,22677.0,1.34,6.1,6.0,9.1,0.0,1.0,76.6,10.029106473960287,0.29266961396282004,4.213637568410084
Bahrain,Middle East,2015.0,6.5,7.6,66.684,1.53,98.0,99.0,25.0,98.0,98.0,0.05,22634.0,1.37,6.2,6.1,9.3,0.0,1.0,76.8,10.027208479525887,0.3148107398400336,4.1999650440857845
Bangladesh,Asia,2000.0,63.1,86.0,170.133,0.01,75.0,63.0,20.0,83.0,82.0,0.01,654.0,127.66,2.9,21.5,4.1,0.0,1.0,65.4,6.483107351457199,4.849370479827911,5.136580484112902
Bangladesh,Asia,2001.0,60.0,81.1,166.197,0.0,75.0,63.0,20.0,85.0,85.0,0.01,674.0,130.09,2.7,21.3,4.3,0.0,1.0,66.0,6.513230110912307,4.868226518613468,5.113173831716918
Bangladesh,Asia,2002.0,57.0,76.5,162.2605,0.0,75.0,63.0,20.0,83.0,83.0,0.01,687.0,132.48,2.5,21.1,4.3,0.0,1.0,66.4,6.532334292222349,4.886431690636949,5.0892030684363485
Bangladesh,Asia,2003.0,54.3,72.3,159.3365,0.0,75.0,63.0,20.0,90.0,87.0,0.01,708.0,134.79,2.3,2.9,4.4,0.0,1.0,66.9,6.56244409369372,4.903718011750178,5.071018318102839
Bangladesh,Asia,2004.0,51.8,68.3,156.4125,0.0,75.0,63.0,21.0,88.0,99.0,0.01,733.0,136.99,2.1,2.7,4.5,0.0,1.0,67.3,6.597145701886651,4.919907930463299,5.052496748191174
Bangladesh,Asia,2005.0,49.4,64.6,153.489,0.0,45.0,63.0,21.0,94.0,93.0,0.01,769.0,139.04,19.9,2.5,4.5,0.0,1.0,67.8,6.645090969505644,4.934761661517082,5.033628903221678
Bangladesh,Asia,2006.0,47.0,61.0,150.565,0.0,86.0,62.0,21.0,95.0,94.0,0.01,809.0,140.92,19.7,2.3,4.6,0.0,1.0,68.2,6.695798917058491,4.948192353473037,5.0143948846374045
Bangladesh,Asia,2007.0,44.8,57.8,147.641,0.0,95.0,63.0,21.0,96.0,94.0,0.01,856.0,142.66,19.5,2.1,4.7,0.0,1.0,68.6,6.752270376141742,4.960464176849892,4.994783651371046
Bangladesh,Asia,2008.0,42.7,54.7,145.5585,0.0,96.0,65.0,21.0,96.0,96.0,0.01,897.0,144.3,19.3,19.9,4.8,0.0,1.0,69.1,6.799055862058796,4.971894465779825,4.980578067662008
Bangladesh,Asia,2009.0,40.7,51.8,143.4765,0.0,97.0,59.0,21.0,97.0,97.0,0.01,932.0,145.92,19.1,19.7,4.8,0.0,1.0,69.5,6.837332814685591,4.983058526326021,4.966171258722839
Bangladesh,Asia,2010.0,38.9,49.1,141.3945,0.0,94.0,65.0,21.0,94.0,94.0,0.01,973.0,147.58,18.9,19.4,4.9,0.0,1.0,69.9,6.880384082186005,4.994370401630221,4.9515538559591565
Bangladesh,Asia,2011.0,37.2,46.7,139.3125,0.0,96.0,71.0,21.0,96.0,96.0,0.01,1024.0,149.27,18.7,19.2,5.1,0.0,1.0,70.3,6.931471805599453,5.005756746645148,4.936719611146088
Bangladesh,Asia,2012.0,35.6,44.4,137.2305,0.0,94.0,41.0,21.0,94.0,94.0,0.01,1078.0,151.01,18.5,19.0,5.1,0.0,1.0,70.6,6.982862751468942,5.017346059787697,4.921661993793085
Bangladesh,Asia,2013.0,34.0,42.2,134.7385,0.0,96.0,82.0,21.0,96.0,96.0,0.01,1130.0,152.76,18.3,18.8,5.1,0.0,1.0,70.9,7.029972911706386,5.028868062357315,4.903335862918966
Bangladesh,Asia,2014.0,32.5,40.1,132.246,0.01,97.0,89.0,22.0,97.0,97.0,0.01,1185.0,154.52,18.1,18.6,5.2,0.0,1.0,71.2,7.077498053569231,5.040323537798081,4.8846638245343055
Bangladesh,Asia,2015.0,31.0,38.1,129.753,0.01,97.0,90.0,22.0,98.0,97.0,0.01,1248.0,156.26,17.9,18.3,5.2,0.0,1.0,71.5,7.129297548929373,5.051521286568598,4.865632643165986
Barbados,Central America and Caribbean,2000.0,13.7,15.1,127.413,7.31,93.0,41.0,27.0,86.0,93.0,0.61,16277.0,0.27,4.3,4.2,9.0,0.0,1.0,77.2,9.697508347391498,-1.3093333199837622,4.84743377874858
Barbados,Central America and Caribbean,2001.0,14.0,15.3,125.1375,7.42,83.0,70.0,27.0,93.0,84.0,0.61,15834.0,0.27,4.2,4.2,9.0,0.0,1.0,77.4,9.669914805731379,-1.3093333199837622,4.829413132745602
Barbados,Central America and Caribbean,2002.0,14.2,15.5,122.8625,7.59,66.0,41.0,27.0,86.0,87.0,0.6,15905.0,0.27,4.2,4.1,9.1,0.0,1.0,77.5,9.674388804183245,-1.3093333199837622,4.811065843892748
Barbados,Central America and Caribbean,2003.0,14.3,15.7,120.787,7.51,91.0,71.0,27.0,90.0,89.0,0.58,16197.0,0.27,4.1,4.1,9.1,0.0,1.0,77.7,9.692581318886397,-1.3093333199837622,4.794028663815669
Barbados,Central America and Caribbean,2004.0,14.4,15.7,118.7115,7.43,93.0,99.0,27.0,93.0,93.0,0.57,16369.0,0.28,4.1,4.0,9.2,0.0,1.0,77.8,9.703144581144354,-1.2729656758128873,4.77669617982084
Barbados,Central America and Caribbean,2005.0,14.4,15.7,116.6365,7.84,92.0,98.0,27.0,91.0,92.0,0.55,16952.0,0.28,4.0,4.0,9.2,0.0,1.0,77.9,9.738141099948136,-1.2729656758128873,4.759062260951422
Barbados,Central America and Caribbean,2006.0,14.3,15.6,114.561,8.12,84.0,94.0,27.0,85.0,84.0,0.52,17914.0,0.28,4.0,3.9,9.2,0.0,1.0,78.0,9.79333780903514,-1.2729656758128873,4.741107432224517
Barbados,Central America and Caribbean,2007.0,14.2,15.4,112.486,8.07,93.0,96.0,27.0,93.0,93.0,0.49,18205.0,0.28,3.9,3.9,9.3,0.0,1.0,78.1,9.809451560609533,-1.2729656758128873,4.722828769456178
Barbados,Central America and Caribbean,2008.0,14.1,15.3,110.5555,8.63,85.0,97.0,27.0,85.0,85.0,0.45,18240.0,0.28,3.9,3.9,9.3,0.0,1.0,78.2,9.811372263628323,-1.2729656758128873,4.705517657309684
Barbados,Central America and Caribbean,2009.0,13.9,15.1,108.625,8.24,93.0,97.0,27.0,93.0,93.0,0.41,17254.0,0.28,3.8,3.8,9.3,0.0,1.0,78.3,9.755799279636523,-1.2729656758128873,4.687901583585556
Barbados,Central America and Caribbean,2010.0,13.8,15.0,106.695,8.66,86.0,96.0,27.0,90.0,86.0,0.38,16784.0,0.28,3.8,3.8,9.4,0.0,1.0,78.4,9.728181330636078,-1.2729656758128873,4.669974296853588
Barbados,Central America and Caribbean,2011.0,13.7,14.8,104.765,8.69,91.0,94.0,27.0,91.0,91.0,0.35,16619.0,0.28,3.8,3.8,9.9,0.0,1.0,78.5,9.718301898127523,-1.2729656758128873,4.651719746641072
Barbados,Central America and Caribbean,2012.0,13.6,14.7,102.8345,8.9,87.0,90.0,28.0,88.0,87.0,0.33,16505.0,0.28,3.8,3.8,10.5,0.0,1.0,78.5,9.711418644287294,-1.2729656758128873,4.633120899831777
Barbados,Central America and Caribbean,2013.0,13.5,14.6,101.5875,9.05,91.0,89.0,28.0,91.0,91.0,0.31,16232.0,0.28,3.8,3.8,10.5,0.0,1.0,78.6,9.694739881505651,-1.2729656758128873,4.620920496079323
Barbados,Central America and Caribbean,2014.0,13.3,14.3,100.3405,9.27,94.0,91.0,28.0,95.0,94.0,0.29,16188.0,0.28,3.8,3.7,10.5,0.0,1.0,78.7,9.692025505995757,-1.2729656758128873,4.6085694021012955
Barbados,Central America and Caribbean,2015.0,13.0,14.0,99.0935,9.68,97.0,89.0,28.0,97.0,97.0,0.28,16559.0,0.29,3.8,3.7,10.5,0.0,1.0,78.8,9.714685039642484,-1.2378743560016174,4.596063848871989
Belarus,Rest of Europe,2000.0,9.9,12.7,239.716,12.92,70.0,92.0,26.0,99.0,99.0,0.05,2617.0,9.98,2.7,2.8,8.9,0.0,1.0,68.9,7.869783902530146,2.300583090323373,5.479454889316947
Belarus,Rest of Europe,2001.0,9.2,11.8,249.943,10.74,93.0,97.0,26.0,99.0,99.0,0.06,2755.0,9.93,2.6,2.7,9.0,0.0,1.0,68.5,7.9211727215870145,2.295560478057081,5.521232891866295
Belarus,Rest of Europe,2002.0,8.5,10.9,260.3945,11.78,99.0,98.0,26.0,99.0,99.0,0.08,2912.0,9.87,2.5,2.7,9.1,0.0,1.0,68.1,7.976595409316577,2.28949985344539,5.562197788759589
Belarus,Rest of Europe,2003.0,7.8,10.1,251.835,11.17,56.0,98.0,26.0,53.0,50.0,0.1,3139.0,9.8,2.5,2.6,9.1,0.0,1.0,68.6,8.051659556841953,2.2823823856765264,5.528774111156471
Belarus,Rest of Europe,2004.0,7.3,9.4,245.7875,12.08,99.0,98.0,26.0,99.0,99.0,0.12,3522.0,9.73,2.4,2.5,9.2,0.0,1.0,69.0,8.166784289056151,2.2752138961979136,5.504467341485675
Belarus,Rest of Europe,2005.0,6.7,8.7,248.5795,11.19,99.0,98.0,26.0,98.0,99.0,0.14,3880.0,9.66,2.3,2.5,9.3,0.0,1.0,68.9,8.263590432617319,2.2679936482244267,5.5157627138904495
Belarus,Rest of Europe,2006.0,6.2,8.0,239.1545,12.61,98.0,95.0,26.0,97.0,99.0,0.17,4294.0,9.6,2.2,2.4,10.0,0.0,1.0,69.4,8.364973978438726,2.2617630984737906,5.47710978659155
Belarus,Rest of Europe,2007.0,5.6,7.3,224.272,13.91,91.0,99.0,26.0,90.0,95.0,0.19,4685.0,9.56,2.2,2.3,10.6,0.0,1.0,70.2,8.452121194672523,2.25758772706331,5.412859600920702
Belarus,Rest of Europe,2008.0,5.1,6.6,222.907,14.58,98.0,99.0,26.0,98.0,97.0,0.2,5181.0,9.53,2.1,2.3,11.3,0.0,1.0,70.5,8.552753366814787,2.254444717666111,5.406754644115859
Belarus,Rest of Europe,2009.0,4.6,6.1,221.6415,13.98,98.0,99.0,26.0,98.0,96.0,0.21,5204.0,9.5,2.1,2.2,11.9,0.0,1.0,70.4,8.557182839632397,2.2512917986064953,5.401061211707704
Belarus,Rest of Europe,2010.0,4.3,5.6,223.1685,14.43,96.0,99.0,26.0,99.0,98.0,0.22,5622.0,9.48,2.0,2.2,12.0,0.0,1.0,70.4,8.634442751466477,2.2491843162669305,5.407927091515258
Belarus,Rest of Europe,2011.0,3.9,5.2,225.4045,14.5,98.0,99.0,26.0,98.0,98.0,0.23,5938.0,9.46,2.0,2.1,12.0,0.0,1.0,70.6,8.689127655323706,2.247072383063787,5.41789656591393
Belarus,Rest of Europe,2012.0,3.7,4.9,192.409,13.56,97.0,97.0,26.0,98.0,98.0,0.23,6048.0,9.45,2.0,2.1,12.0,0.0,1.0,72.0,8.70748291785937,2.2460147415056513,5.259623314684348
